parent_ref_no,parent_inci_name,parent_function,parent_main_cat,parent_cas,position_dans_groupe,total_dans_groupe,sub_molecule,sub_matter_type,sub_size_category,sub_name_length,sub_main_function
84932,CHAMOMILLA RECUTITA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84082-60-0,1,3,CHAMOMILLA RECUTITA FLOWER,Botanique,Moyenne (26-50),26,Fragrance / Parfum
84932,CHAMOMILLA RECUTITA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84082-60-0,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
84932,CHAMOMILLA RECUTITA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84082-60-0,3,3,STEM WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
41369,CINNAMALDEHYDE/METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,94386-48-8,1,2,CINNAMALDEHYDE,Molécule chimique,Très courte (≤15),14,Fragrance / Parfum
41369,CINNAMALDEHYDE/METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,94386-48-8,2,2,METHYL ANTHRANILATE SCHIFF BASE,Molécule chimique,Moyenne (26-50),31,Fragrance / Parfum
39353,CITRAL / METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,67801-47-2,1,2,CITRAL,Molécule chimique,Très courte (≤15),6,Fragrance / Parfum
39353,CITRAL / METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,67801-47-2,2,2,METHYL ANTHRANILATE SCHIFF BASE,Molécule chimique,Moyenne (26-50),31,Fragrance / Parfum
85832,CITRUS UNSHIU/CITRUS RETICULATA/CITRUS IYO FRUIT WATER,"MASKING, PERFUMING",Fragrance / Parfum,,1,3,CITRUS UNSHIU,Molécule chimique,Très courte (≤15),13,Fragrance / Parfum
85832,CITRUS UNSHIU/CITRUS RETICULATA/CITRUS IYO FRUIT WATER,"MASKING, PERFUMING",Fragrance / Parfum,,2,3,CITRUS RETICULATA,Molécule chimique,Courte (16-25),17,Fragrance / Parfum
85832,CITRUS UNSHIU/CITRUS RETICULATA/CITRUS IYO FRUIT WATER,"MASKING, PERFUMING",Fragrance / Parfum,,3,3,CITRUS IYO FRUIT WATER,Eau / Hydrolat,Courte (16-25),22,Fragrance / Parfum
84128,COTINUS COGGYGRIA BRANCH/LEAF OIL,"FLAVOURING, MASKING, PERFUMING",Fragrance / Parfum,89997-96-6,1,2,COTINUS COGGYGRIA BRANCH,Molécule chimique,Courte (16-25),24,Fragrance / Parfum
84128,COTINUS COGGYGRIA BRANCH/LEAF OIL,"FLAVOURING, MASKING, PERFUMING",Fragrance / Parfum,89997-96-6,2,2,LEAF OIL,Huile,Très courte (≤15),8,Fragrance / Parfum
39422,CYCLAMEN ALDEHYDE / METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,91-50-9,1,2,CYCLAMEN ALDEHYDE,Molécule chimique,Courte (16-25),17,Fragrance / Parfum
39422,CYCLAMEN ALDEHYDE / METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,91-50-9,2,2,METHYL ANTHRANILATE SCHIFF BASE,Molécule chimique,Moyenne (26-50),31,Fragrance / Parfum
39468,CYMBOPOGON NARDUS HERB EXTRACT/ ACETONE,PERFUMING,Fragrance / Parfum,94333-69-4,1,2,CYMBOPOGON NARDUS HERB EXTRACT,Extrait,Moyenne (26-50),30,Fragrance / Parfum
39468,CYMBOPOGON NARDUS HERB EXTRACT/ ACETONE,PERFUMING,Fragrance / Parfum,94333-69-4,2,2,ACETONE,Molécule chimique,Très courte (≤15),7,Fragrance / Parfum
39493,"DECAHYDRO-4,8,8-TRIMETHYL-9-METHYLENE-1,4-METHANOAZULENE/FORMIC ACID/BORON TRIFLUORIDE",PERFUMING,Fragrance / Parfum,68855-38-9,1,3,"DECAHYDRO-4,8,8-TRIMETHYL-9-METHYLENE-1,4-METHANOAZULENE",Molécule chimique,Longue (51-100),56,Fragrance / Parfum
39493,"DECAHYDRO-4,8,8-TRIMETHYL-9-METHYLENE-1,4-METHANOAZULENE/FORMIC ACID/BORON TRIFLUORIDE",PERFUMING,Fragrance / Parfum,68855-38-9,2,3,FORMIC ACID,Acide,Très courte (≤15),11,Fragrance / Parfum
39493,"DECAHYDRO-4,8,8-TRIMETHYL-9-METHYLENE-1,4-METHANOAZULENE/FORMIC ACID/BORON TRIFLUORIDE",PERFUMING,Fragrance / Parfum,68855-38-9,3,3,BORON TRIFLUORIDE,Molécule chimique,Courte (16-25),17,Fragrance / Parfum
39812,ETHANEPEROXOIC ACID/ALUMINUM ISOPROXIDE/TRIMETHYL-CYCLODODECATRIENE,PERFUMING,Fragrance / Parfum,111850-00-1,1,3,ETHANEPEROXOIC ACID,Acide,Courte (16-25),19,Fragrance / Parfum
39812,ETHANEPEROXOIC ACID/ALUMINUM ISOPROXIDE/TRIMETHYL-CYCLODODECATRIENE,PERFUMING,Fragrance / Parfum,111850-00-1,2,3,ALUMINUM ISOPROXIDE,Molécule chimique,Courte (16-25),19,Fragrance / Parfum
39812,ETHANEPEROXOIC ACID/ALUMINUM ISOPROXIDE/TRIMETHYL-CYCLODODECATRIENE,PERFUMING,Fragrance / Parfum,111850-00-1,3,3,TRIMETHYL-CYCLODODECATRIENE,Molécule chimique,Moyenne (26-50),27,Fragrance / Parfum
86457,EUCALYPTUS GLOBULUS LEAF/TWIG OIL,"MASKING, PERFUMING",Fragrance / Parfum,84625-32-1,1,2,EUCALYPTUS GLOBULUS LEAF,Botanique,Courte (16-25),24,Fragrance / Parfum
86457,EUCALYPTUS GLOBULUS LEAF/TWIG OIL,"MASKING, PERFUMING",Fragrance / Parfum,84625-32-1,2,2,TWIG OIL,Huile,Très courte (≤15),8,Fragrance / Parfum
56026,EUCALYPTUS RADIATA FLOWER/LEAF/STEM EXTRACT,"PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,92201-64-4,1,3,EUCALYPTUS RADIATA FLOWER,Botanique,Courte (16-25),25,Fragrance / Parfum
56026,EUCALYPTUS RADIATA FLOWER/LEAF/STEM EXTRACT,"PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,92201-64-4,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
56026,EUCALYPTUS RADIATA FLOWER/LEAF/STEM EXTRACT,"PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,92201-64-4,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Fragrance / Parfum
83351,EUCALYPTUS RADIATA LEAF/STEM OIL,"MASKING, PERFUMING",Fragrance / Parfum,92201-64-4,1,2,EUCALYPTUS RADIATA LEAF,Botanique,Courte (16-25),23,Fragrance / Parfum
83351,EUCALYPTUS RADIATA LEAF/STEM OIL,"MASKING, PERFUMING",Fragrance / Parfum,92201-64-4,2,2,STEM OIL,Huile,Très courte (≤15),8,Fragrance / Parfum
39964,EUGENIA CARYOPHYLLUS EXTRACT/ FORMALDEHYDE,PERFUMING,Fragrance / Parfum,94333-73-0,1,2,EUGENIA CARYOPHYLLUS EXTRACT,Extrait,Moyenne (26-50),28,Fragrance / Parfum
39964,EUGENIA CARYOPHYLLUS EXTRACT/ FORMALDEHYDE,PERFUMING,Fragrance / Parfum,94333-73-0,2,2,FORMALDEHYDE,Molécule chimique,Très courte (≤15),12,Fragrance / Parfum
33914,EUPHRASIA OFFICINALIS FLOWER/LEAF/STEM WATER,"FLAVOURING, MASKING, PERFUMING",Fragrance / Parfum,84625-36-5,1,3,EUPHRASIA OFFICINALIS FLOWER,Botanique,Moyenne (26-50),28,Fragrance / Parfum
33914,EUPHRASIA OFFICINALIS FLOWER/LEAF/STEM WATER,"FLAVOURING, MASKING, PERFUMING",Fragrance / Parfum,84625-36-5,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
33914,EUPHRASIA OFFICINALIS FLOWER/LEAF/STEM WATER,"FLAVOURING, MASKING, PERFUMING",Fragrance / Parfum,84625-36-5,3,3,STEM WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
84122,HIBISCUS ABELMOSCHUS FLOWER/SEED WATER,"FLAVOURING, MASKING, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,84455-19-6,1,2,HIBISCUS ABELMOSCHUS FLOWER,Botanique,Moyenne (26-50),27,Fragrance / Parfum
84122,HIBISCUS ABELMOSCHUS FLOWER/SEED WATER,"FLAVOURING, MASKING, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,84455-19-6,2,2,SEED WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
84224,JASMINUM OFFICINALE FLOWER/LEAF EXTRACT,"MASKING, MOISTURISING, PERFUMING, SKIN CONDITIONING, SOOTHING",Fragrance / Parfum,90045-94-6,1,2,JASMINUM OFFICINALE FLOWER,Botanique,Moyenne (26-50),26,Fragrance / Parfum
84224,JASMINUM OFFICINALE FLOWER/LEAF EXTRACT,"MASKING, MOISTURISING, PERFUMING, SKIN CONDITIONING, SOOTHING",Fragrance / Parfum,90045-94-6,2,2,LEAF EXTRACT,Extrait,Très courte (≤15),12,Fragrance / Parfum
86665,LAURUS NOBILIS FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84603-73-6,1,3,LAURUS NOBILIS FLOWER,Botanique,Courte (16-25),21,Fragrance / Parfum
86665,LAURUS NOBILIS FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84603-73-6,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
86665,LAURUS NOBILIS FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84603-73-6,3,3,STEM WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
84226,LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, ORAL CARE, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,90063-37-9/84776-65-8,1,3,LAVANDULA ANGUSTIFOLIA FLOWER,Botanique,Moyenne (26-50),29,Fragrance / Parfum
84226,LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, ORAL CARE, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,90063-37-9/84776-65-8,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
84226,LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, ORAL CARE, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,90063-37-9/84776-65-8,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Fragrance / Parfum
84790,LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM JUICE,"FLAVOURING, MASKING, ORAL CARE, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,90063-37-9/84776-65-8,1,3,LAVANDULA ANGUSTIFOLIA FLOWER,Botanique,Moyenne (26-50),29,Fragrance / Parfum
84790,LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM JUICE,"FLAVOURING, MASKING, ORAL CARE, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,90063-37-9/84776-65-8,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
84790,LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM JUICE,"FLAVOURING, MASKING, ORAL CARE, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,90063-37-9/84776-65-8,3,3,STEM JUICE,Molécule chimique,Très courte (≤15),10,Fragrance / Parfum
85223,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, ORAL CARE, PERFUMING",Fragrance / Parfum,92623-76-2,1,3,LAVANDULA INTERMEDIA FLOWER,Botanique,Moyenne (26-50),27,Fragrance / Parfum
85223,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, ORAL CARE, PERFUMING",Fragrance / Parfum,92623-76-2,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
85223,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, ORAL CARE, PERFUMING",Fragrance / Parfum,92623-76-2,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Fragrance / Parfum
82827,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,PERFUMING,Fragrance / Parfum,92623-76-2,1,3,LAVANDULA INTERMEDIA FLOWER,Botanique,Moyenne (26-50),27,Fragrance / Parfum
82827,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,PERFUMING,Fragrance / Parfum,92623-76-2,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
82827,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,PERFUMING,Fragrance / Parfum,92623-76-2,3,3,STEM OIL,Huile,Très courte (≤15),8,Fragrance / Parfum
86663,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,922623-76-2,1,3,LAVANDULA INTERMEDIA FLOWER,Botanique,Moyenne (26-50),27,Fragrance / Parfum
86663,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,922623-76-2,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
86663,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,922623-76-2,3,3,STEM WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
86877,LIPPIA ALBA LEAF/STEM OIL,"ANTIOXIDANT, MASKING, PERFUMING",Fragrance / Parfum,8024-12-2,1,2,LIPPIA ALBA LEAF,Botanique,Courte (16-25),16,Fragrance / Parfum
86877,LIPPIA ALBA LEAF/STEM OIL,"ANTIOXIDANT, MASKING, PERFUMING",Fragrance / Parfum,8024-12-2,2,2,STEM OIL,Huile,Très courte (≤15),8,Fragrance / Parfum
84244,LIPPIA CITRIODORA FLOWER/LEAF/STEM EXTRACT,"PERFUMING, TONIC",Fragrance / Parfum,,1,3,LIPPIA CITRIODORA FLOWER,Botanique,Courte (16-25),24,Fragrance / Parfum
84244,LIPPIA CITRIODORA FLOWER/LEAF/STEM EXTRACT,"PERFUMING, TONIC",Fragrance / Parfum,,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
84244,LIPPIA CITRIODORA FLOWER/LEAF/STEM EXTRACT,"PERFUMING, TONIC",Fragrance / Parfum,,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Fragrance / Parfum
86541,MELALEUCA TERETIFOLIA BRANCH/LEAF OIL,"MASKING, PERFUMING",Fragrance / Parfum,,1,2,MELALEUCA TERETIFOLIA BRANCH,Molécule chimique,Moyenne (26-50),28,Fragrance / Parfum
86541,MELALEUCA TERETIFOLIA BRANCH/LEAF OIL,"MASKING, PERFUMING",Fragrance / Parfum,,2,2,LEAF OIL,Huile,Très courte (≤15),8,Fragrance / Parfum
40073,MENTHA PIPERITA AMERICAN EXTRACT/HYDROGEN SULFIDE,PERFUMING,Fragrance / Parfum,94334-25-5,1,2,MENTHA PIPERITA AMERICAN EXTRACT,Extrait,Moyenne (26-50),32,Fragrance / Parfum
40073,MENTHA PIPERITA AMERICAN EXTRACT/HYDROGEN SULFIDE,PERFUMING,Fragrance / Parfum,94334-25-5,2,2,HYDROGEN SULFIDE,Molécule chimique,Courte (16-25),16,Fragrance / Parfum
84258,MENTHA PIPERITA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,84082-70-2,1,3,MENTHA PIPERITA FLOWER,Botanique,Courte (16-25),22,Fragrance / Parfum
84258,MENTHA PIPERITA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,84082-70-2,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
84258,MENTHA PIPERITA FLOWER/LEAF/STEM EXTRACT,"FLAVOURING, MASKING, PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,84082-70-2,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Fragrance / Parfum
84259,MENTHA PIPERITA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84082-70-2,1,3,MENTHA PIPERITA FLOWER,Botanique,Courte (16-25),22,Fragrance / Parfum
84259,MENTHA PIPERITA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84082-70-2,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
84259,MENTHA PIPERITA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84082-70-2,3,3,STEM WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
82800,NASTURTIUM OFFICINALE FLOWER/LEAF/STEM EXTRACT,"PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,84775-70-2,1,3,NASTURTIUM OFFICINALE FLOWER,Botanique,Moyenne (26-50),28,Fragrance / Parfum
82800,NASTURTIUM OFFICINALE FLOWER/LEAF/STEM EXTRACT,"PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,84775-70-2,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
82800,NASTURTIUM OFFICINALE FLOWER/LEAF/STEM EXTRACT,"PERFUMING, SKIN CONDITIONING",Fragrance / Parfum,84775-70-2,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Fragrance / Parfum
40907,NONANAL/ METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,72894-12-3,1,2,NONANAL,Molécule chimique,Très courte (≤15),7,Fragrance / Parfum
40907,NONANAL/ METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,72894-12-3,2,2,METHYL ANTHRANILATE SCHIFF BASE,Molécule chimique,Moyenne (26-50),31,Fragrance / Parfum
84578,OCIMUM AMERICANUM LEAF/STEM OIL,"MASKING, PERFUMING",Fragrance / Parfum,91845-26-0,1,2,OCIMUM AMERICANUM LEAF,Botanique,Courte (16-25),22,Fragrance / Parfum
84578,OCIMUM AMERICANUM LEAF/STEM OIL,"MASKING, PERFUMING",Fragrance / Parfum,91845-26-0,2,2,STEM OIL,Huile,Très courte (≤15),8,Fragrance / Parfum
84758,OCIMUM BASILICUM FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84775-71-3,1,3,OCIMUM BASILICUM FLOWER,Botanique,Courte (16-25),23,Fragrance / Parfum
84758,OCIMUM BASILICUM FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84775-71-3,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
84758,OCIMUM BASILICUM FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84775-71-3,3,3,STEM WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
40520,OCTANAL/METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,67801-44-9,1,2,OCTANAL,Molécule chimique,Très courte (≤15),7,Fragrance / Parfum
40520,OCTANAL/METHYL ANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,67801-44-9,2,2,METHYL ANTHRANILATE SCHIFF BASE,Molécule chimique,Moyenne (26-50),31,Fragrance / Parfum
40532,OCTYL ACETATE/MONOMETHYL ACETATE,PERFUMING,Fragrance / Parfum,68683-25-0,1,2,OCTYL ACETATE,Molécule chimique,Très courte (≤15),13,Fragrance / Parfum
40532,OCTYL ACETATE/MONOMETHYL ACETATE,PERFUMING,Fragrance / Parfum,68683-25-0,2,2,MONOMETHYL ACETATE,Molécule chimique,Courte (16-25),18,Fragrance / Parfum
86463,ORCHIS MACULATA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,90082-23-8,1,3,ORCHIS MACULATA FLOWER,Botanique,Courte (16-25),22,Fragrance / Parfum
86463,ORCHIS MACULATA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,90082-23-8,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
86463,ORCHIS MACULATA FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,90082-23-8,3,3,STEM WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
86661,ORIGANUM VULGARE FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84012-24-8,1,3,ORIGANUM VULGARE FLOWER,Botanique,Courte (16-25),23,Fragrance / Parfum
86661,ORIGANUM VULGARE FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84012-24-8,2,3,LEAF,Botanique,Très courte (≤15),4,Fragrance / Parfum
86661,ORIGANUM VULGARE FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,84012-24-8,3,3,STEM WATER,Eau / Hydrolat,Très courte (≤15),10,Fragrance / Parfum
39154,P-TERT-BUTYL-ALPHA-METHYLHYDROCINNAMAL /METHYLANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,91-51-0,1,2,P-TERT-BUTYL-ALPHA-METHYLHYDROCINNAMAL,Molécule chimique,Moyenne (26-50),38,Fragrance / Parfum
39154,P-TERT-BUTYL-ALPHA-METHYLHYDROCINNAMAL /METHYLANTHRANILATE SCHIFF BASE,PERFUMING,Fragrance / Parfum,91-51-0,2,2,METHYLANTHRANILATE SCHIFF BASE,Molécule chimique,Moyenne (26-50),30,Fragrance / Parfum
86666,PELARGONIUM GRAVEOLENS FLOWER/LEAF/STEM WATER,"MASKING, PERFUMING",Fragrance / Parfum,90082-51-2,1,3,PELARGONIUM GRAVEOLENS FLOWER,Botanique,Moyenne (26-50),29,Fragrance / Parfum
