parent_ref_no,parent_inci_name,parent_function,parent_main_cat,parent_cas,position_dans_groupe,total_dans_groupe,sub_molecule,sub_matter_type,sub_size_category,sub_name_length,sub_main_function
89508,PHYLLOSTACHYS PUBESCENS/EDULIS SHOOT SHEATH EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING",Conservateur,,2,2,EDULIS SHOOT SHEATH EXTRACT,Extrait,Moyenne (26-50),27,Conservateur
89748,PICHIA/ R-LEUCOSPORIDIUM POLYPEPTIDE-X CONDITIONED MEDIA,"ANTIDANDRUFF, ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,1,2,PICHIA,Molécule chimique,Très courte (≤15),6,Conservateur
89748,PICHIA/ R-LEUCOSPORIDIUM POLYPEPTIDE-X CONDITIONED MEDIA,"ANTIDANDRUFF, ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,2,2,R-LEUCOSPORIDIUM POLYPEPTIDE-X CONDITIONED MEDIA,Peptide,Moyenne (26-50),48,Conservateur
90431,PICHIA/R-LEUCOSPORIDIUM POLYPEPTIDE-1 CONDITIONED MEDIA,"ANTIMICROBIAL, ANTIOXIDANT, ANTISEBORRHOEIC, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,1,2,PICHIA,Molécule chimique,Très courte (≤15),6,Conservateur
90431,PICHIA/R-LEUCOSPORIDIUM POLYPEPTIDE-1 CONDITIONED MEDIA,"ANTIMICROBIAL, ANTIOXIDANT, ANTISEBORRHOEIC, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,2,2,R-LEUCOSPORIDIUM POLYPEPTIDE-1 CONDITIONED MEDIA,Peptide,Moyenne (26-50),48,Conservateur
86621,PINUS DENSIFLORA LEAF/SUGAR FERMENT FILTRATE,"ANTIDANDRUFF, ANTIMICROBIAL, ANTIOXIDANT, ORAL CARE, SKIN CONDITIONING",Conservateur,,1,2,PINUS DENSIFLORA LEAF,Botanique,Courte (16-25),21,Conservateur
86621,PINUS DENSIFLORA LEAF/SUGAR FERMENT FILTRATE,"ANTIDANDRUFF, ANTIMICROBIAL, ANTIOXIDANT, ORAL CARE, SKIN CONDITIONING",Conservateur,,2,2,SUGAR FERMENT FILTRATE,Molécule chimique,Courte (16-25),22,Conservateur
85286,PINUS NIGRA BUD/NEEDLE EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT",Conservateur,90082-74-9,1,2,PINUS NIGRA BUD,Molécule chimique,Très courte (≤15),15,Conservateur
85286,PINUS NIGRA BUD/NEEDLE EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT",Conservateur,90082-74-9,2,2,NEEDLE EXTRACT,Extrait,Très courte (≤15),14,Conservateur
89106,PINUS PINASTER LEAF/TWIG OIL,"ANTIMICROBIAL, ANTIPERSPIRANT, DEODORANT",Conservateur,,1,2,PINUS PINASTER LEAF,Botanique,Courte (16-25),19,Conservateur
89106,PINUS PINASTER LEAF/TWIG OIL,"ANTIMICROBIAL, ANTIPERSPIRANT, DEODORANT",Conservateur,,2,2,TWIG OIL,Huile,Très courte (≤15),8,Conservateur
82141,POGOSTEMON CABLIN LEAF/STEM EXTRACT,"ANTIDANDRUFF, ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, SKIN PROTECTING",Conservateur,84238-39-1,1,2,POGOSTEMON CABLIN LEAF,Botanique,Courte (16-25),22,Conservateur
82141,POGOSTEMON CABLIN LEAF/STEM EXTRACT,"ANTIDANDRUFF, ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, SKIN PROTECTING",Conservateur,84238-39-1,2,2,STEM EXTRACT,Extrait,Très courte (≤15),12,Conservateur
89884,PPG-1/PEG-1 STEARAMINE,ANTIMICROBIAL,Conservateur,,1,2,PPG-1,PEG/PPG,Très courte (≤15),5,Conservateur
89884,PPG-1/PEG-1 STEARAMINE,ANTIMICROBIAL,Conservateur,,2,2,PEG-1 STEARAMINE,PEG/PPG,Courte (16-25),16,Conservateur
90208,PROPIONIBACTERIUM ACIDIPROPIONICI/SOYBEAN EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, SKIN CONDITIONING",Conservateur,,1,2,PROPIONIBACTERIUM ACIDIPROPIONICI,Molécule chimique,Moyenne (26-50),33,Conservateur
90208,PROPIONIBACTERIUM ACIDIPROPIONICI/SOYBEAN EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, SKIN CONDITIONING",Conservateur,,2,2,SOYBEAN EXTRACT FERMENT FILTRATE,Extrait,Moyenne (26-50),32,Conservateur
86278,PSEUDOZYMA TSUKUBAENSIS/OLIVE OIL/GLYCERIN/SOY PROTEIN FERMENT,"ANTIMICROBIAL, EMOLLIENT, EMULSIFYING",Conservateur,,1,4,PSEUDOZYMA TSUKUBAENSIS,Molécule chimique,Courte (16-25),23,Conservateur
86278,PSEUDOZYMA TSUKUBAENSIS/OLIVE OIL/GLYCERIN/SOY PROTEIN FERMENT,"ANTIMICROBIAL, EMOLLIENT, EMULSIFYING",Conservateur,,2,4,OLIVE OIL,Huile,Très courte (≤15),9,Conservateur
86278,PSEUDOZYMA TSUKUBAENSIS/OLIVE OIL/GLYCERIN/SOY PROTEIN FERMENT,"ANTIMICROBIAL, EMOLLIENT, EMULSIFYING",Conservateur,,3,4,GLYCERIN,Molécule chimique,Très courte (≤15),8,Conservateur
86278,PSEUDOZYMA TSUKUBAENSIS/OLIVE OIL/GLYCERIN/SOY PROTEIN FERMENT,"ANTIMICROBIAL, EMOLLIENT, EMULSIFYING",Conservateur,,4,4,SOY PROTEIN FERMENT,Molécule chimique,Courte (16-25),19,Conservateur
83316,PUNICA GRANATUM BARK/FRUIT EXTRACT,"ANTIMICROBIAL, ASTRINGENT",Conservateur,84961-57-9,1,2,PUNICA GRANATUM BARK,Botanique,Courte (16-25),20,Conservateur
83316,PUNICA GRANATUM BARK/FRUIT EXTRACT,"ANTIMICROBIAL, ASTRINGENT",Conservateur,84961-57-9,2,2,FRUIT EXTRACT,Extrait,Très courte (≤15),13,Conservateur
92054,ROSA AMBASSADOR/ROSA PEACE PHYTOPLACENTA EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING",Conservateur,,1,2,ROSA AMBASSADOR,Molécule chimique,Très courte (≤15),15,Conservateur
92054,ROSA AMBASSADOR/ROSA PEACE PHYTOPLACENTA EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING",Conservateur,,2,2,ROSA PEACE PHYTOPLACENTA EXTRACT,Extrait,Moyenne (26-50),32,Conservateur
89251,SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING",Conservateur,,1,5,SACCHAROMYCES,Molécule chimique,Très courte (≤15),13,Conservateur
89251,SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING",Conservateur,,2,5,LAVENDER,Molécule chimique,Très courte (≤15),8,Conservateur
89251,SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING",Conservateur,,3,5,ROSEMARY,Molécule chimique,Très courte (≤15),8,Conservateur
89251,SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING",Conservateur,,4,5,SAGE,Molécule chimique,Très courte (≤15),4,Conservateur
89251,SACCHAROMYCES/(LAVENDER/ROSEMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING",Conservateur,,5,5,THYME) SEED EXTRACT FERMENT FILTRATE,Extrait,Moyenne (26-50),36,Conservateur
89249,SACCHAROMYCES/(LAVENDER/ROSMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,1,5,SACCHAROMYCES,Molécule chimique,Très courte (≤15),13,Conservateur
89249,SACCHAROMYCES/(LAVENDER/ROSMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,2,5,LAVENDER,Molécule chimique,Très courte (≤15),8,Conservateur
89249,SACCHAROMYCES/(LAVENDER/ROSMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,3,5,ROSMARY,Molécule chimique,Très courte (≤15),7,Conservateur
89249,SACCHAROMYCES/(LAVENDER/ROSMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,4,5,SAGE,Molécule chimique,Très courte (≤15),4,Conservateur
89249,SACCHAROMYCES/(LAVENDER/ROSMARY/SAGE/THYME) SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,5,5,THYME) SEED EXTRACT FERMENT FILTRATE,Extrait,Moyenne (26-50),36,Conservateur
92089,SACCHAROMYCES/ACANTHOPANAX SESSILIFLORUS EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING",Conservateur,,1,2,SACCHAROMYCES,Molécule chimique,Très courte (≤15),13,Conservateur
92089,SACCHAROMYCES/ACANTHOPANAX SESSILIFLORUS EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING",Conservateur,,2,2,ACANTHOPANAX SESSILIFLORUS EXTRACT FERMENT FILTRATE,Extrait,Longue (51-100),51,Conservateur
89163,SACCHAROMYCES/JUNIPERUS COMMUNIS FRUIT WATER FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, SKIN PROTECTING",Conservateur,,1,2,SACCHAROMYCES,Molécule chimique,Très courte (≤15),13,Conservateur
89163,SACCHAROMYCES/JUNIPERUS COMMUNIS FRUIT WATER FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, SKIN PROTECTING",Conservateur,,2,2,JUNIPERUS COMMUNIS FRUIT WATER FERMENT FILTRATE,Eau / Hydrolat,Moyenne (26-50),47,Conservateur
88906,SACCHAROMYCES/LEAF EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,1,2,SACCHAROMYCES,Molécule chimique,Très courte (≤15),13,Conservateur
88906,SACCHAROMYCES/LEAF EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,2,2,LEAF EXTRACT FERMENT FILTRATE,Extrait,Moyenne (26-50),29,Conservateur
90520,SACCHAROMYCES/SAUSSUREA INVOLUCRATA FLOWER/ARTEMISIA PRINCEPS LEAF/HOUTTUYNIA CORDATA/LEONURUS SIBIRICUS/SALICORNIA HERBACEA FERMENT EXTRACT FILTRATE,"ANTIMICROBIAL, EMOLLIENT, SKIN CONDITIONING",Conservateur,,1,6,SACCHAROMYCES,Molécule chimique,Très courte (≤15),13,Conservateur
90520,SACCHAROMYCES/SAUSSUREA INVOLUCRATA FLOWER/ARTEMISIA PRINCEPS LEAF/HOUTTUYNIA CORDATA/LEONURUS SIBIRICUS/SALICORNIA HERBACEA FERMENT EXTRACT FILTRATE,"ANTIMICROBIAL, EMOLLIENT, SKIN CONDITIONING",Conservateur,,2,6,SAUSSUREA INVOLUCRATA FLOWER,Botanique,Moyenne (26-50),28,Conservateur
90520,SACCHAROMYCES/SAUSSUREA INVOLUCRATA FLOWER/ARTEMISIA PRINCEPS LEAF/HOUTTUYNIA CORDATA/LEONURUS SIBIRICUS/SALICORNIA HERBACEA FERMENT EXTRACT FILTRATE,"ANTIMICROBIAL, EMOLLIENT, SKIN CONDITIONING",Conservateur,,3,6,ARTEMISIA PRINCEPS LEAF,Botanique,Courte (16-25),23,Conservateur
90520,SACCHAROMYCES/SAUSSUREA INVOLUCRATA FLOWER/ARTEMISIA PRINCEPS LEAF/HOUTTUYNIA CORDATA/LEONURUS SIBIRICUS/SALICORNIA HERBACEA FERMENT EXTRACT FILTRATE,"ANTIMICROBIAL, EMOLLIENT, SKIN CONDITIONING",Conservateur,,4,6,HOUTTUYNIA CORDATA,Molécule chimique,Courte (16-25),18,Conservateur
90520,SACCHAROMYCES/SAUSSUREA INVOLUCRATA FLOWER/ARTEMISIA PRINCEPS LEAF/HOUTTUYNIA CORDATA/LEONURUS SIBIRICUS/SALICORNIA HERBACEA FERMENT EXTRACT FILTRATE,"ANTIMICROBIAL, EMOLLIENT, SKIN CONDITIONING",Conservateur,,5,6,LEONURUS SIBIRICUS,Molécule chimique,Courte (16-25),18,Conservateur
90520,SACCHAROMYCES/SAUSSUREA INVOLUCRATA FLOWER/ARTEMISIA PRINCEPS LEAF/HOUTTUYNIA CORDATA/LEONURUS SIBIRICUS/SALICORNIA HERBACEA FERMENT EXTRACT FILTRATE,"ANTIMICROBIAL, EMOLLIENT, SKIN CONDITIONING",Conservateur,,6,6,SALICORNIA HERBACEA FERMENT EXTRACT FILTRATE,Extrait,Moyenne (26-50),44,Conservateur
89863,SACCHAROMYCES/SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,1,2,SACCHAROMYCES,Molécule chimique,Très courte (≤15),13,Conservateur
89863,SACCHAROMYCES/SEED EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING",Conservateur,,2,2,SEED EXTRACT FERMENT FILTRATE,Extrait,Moyenne (26-50),29,Conservateur
86695,SASA KURILENSIS LEAF/STEM EXTRACT,"ANTIMICROBIAL, HUMECTANT",Conservateur,,1,2,SASA KURILENSIS LEAF,Botanique,Courte (16-25),20,Conservateur
86695,SASA KURILENSIS LEAF/STEM EXTRACT,"ANTIMICROBIAL, HUMECTANT",Conservateur,,2,2,STEM EXTRACT,Extrait,Très courte (≤15),12,Conservateur
82319,SAURURUS CHINENSIS LEAF/ROOT EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING",Conservateur,,1,2,SAURURUS CHINENSIS LEAF,Botanique,Courte (16-25),23,Conservateur
82319,SAURURUS CHINENSIS LEAF/ROOT EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING",Conservateur,,2,2,ROOT EXTRACT,Extrait,Très courte (≤15),12,Conservateur
89802,SODIUM CAPROYL/LAUROYL LACTYLATE,"ANTIDANDRUFF, ANTIMICROBIAL, CLEANSING, EMULSIFYING, SURFACTANT",Conservateur,13557-74-9/13557-75-0,1,2,SODIUM CAPROYL,Molécule chimique,Très courte (≤15),14,Conservateur
89802,SODIUM CAPROYL/LAUROYL LACTYLATE,"ANTIDANDRUFF, ANTIMICROBIAL, CLEANSING, EMULSIFYING, SURFACTANT",Conservateur,13557-74-9/13557-75-0,2,2,LAUROYL LACTYLATE,Molécule chimique,Courte (16-25),17,Conservateur
89980,SODIUM PHOSPHORUS/ZINC/CALCIUM/SILICON/ALUMINUM/SILVER OXIDES,"ANTIMICROBIAL, ANTISEBORRHOEIC, PRESERVATIVE",Conservateur,,1,6,SODIUM PHOSPHORUS,Molécule chimique,Courte (16-25),17,Conservateur
89980,SODIUM PHOSPHORUS/ZINC/CALCIUM/SILICON/ALUMINUM/SILVER OXIDES,"ANTIMICROBIAL, ANTISEBORRHOEIC, PRESERVATIVE",Conservateur,,2,6,ZINC,Molécule chimique,Très courte (≤15),4,Conservateur
89980,SODIUM PHOSPHORUS/ZINC/CALCIUM/SILICON/ALUMINUM/SILVER OXIDES,"ANTIMICROBIAL, ANTISEBORRHOEIC, PRESERVATIVE",Conservateur,,3,6,CALCIUM,Molécule chimique,Très courte (≤15),7,Conservateur
89980,SODIUM PHOSPHORUS/ZINC/CALCIUM/SILICON/ALUMINUM/SILVER OXIDES,"ANTIMICROBIAL, ANTISEBORRHOEIC, PRESERVATIVE",Conservateur,,4,6,SILICON,Molécule chimique,Très courte (≤15),7,Conservateur
89980,SODIUM PHOSPHORUS/ZINC/CALCIUM/SILICON/ALUMINUM/SILVER OXIDES,"ANTIMICROBIAL, ANTISEBORRHOEIC, PRESERVATIVE",Conservateur,,5,6,ALUMINUM,Molécule chimique,Très courte (≤15),8,Conservateur
89980,SODIUM PHOSPHORUS/ZINC/CALCIUM/SILICON/ALUMINUM/SILVER OXIDES,"ANTIMICROBIAL, ANTISEBORRHOEIC, PRESERVATIVE",Conservateur,,6,6,SILVER OXIDES,Molécule chimique,Très courte (≤15),13,Conservateur
86404,SODIUM/ALUMINUM/IRON/SULFATE/OXALATE/HYDROXIDE,"ANTIMICROBIAL, CHELATING, DEODORANT, HUMECTANT, OPACIFYING",Conservateur,,1,6,SODIUM,Molécule chimique,Très courte (≤15),6,Conservateur
86404,SODIUM/ALUMINUM/IRON/SULFATE/OXALATE/HYDROXIDE,"ANTIMICROBIAL, CHELATING, DEODORANT, HUMECTANT, OPACIFYING",Conservateur,,2,6,ALUMINUM,Molécule chimique,Très courte (≤15),8,Conservateur
86404,SODIUM/ALUMINUM/IRON/SULFATE/OXALATE/HYDROXIDE,"ANTIMICROBIAL, CHELATING, DEODORANT, HUMECTANT, OPACIFYING",Conservateur,,3,6,IRON,Molécule chimique,Très courte (≤15),4,Conservateur
86404,SODIUM/ALUMINUM/IRON/SULFATE/OXALATE/HYDROXIDE,"ANTIMICROBIAL, CHELATING, DEODORANT, HUMECTANT, OPACIFYING",Conservateur,,4,6,SULFATE,Molécule chimique,Très courte (≤15),7,Conservateur
86404,SODIUM/ALUMINUM/IRON/SULFATE/OXALATE/HYDROXIDE,"ANTIMICROBIAL, CHELATING, DEODORANT, HUMECTANT, OPACIFYING",Conservateur,,5,6,OXALATE,Molécule chimique,Très courte (≤15),7,Conservateur
86404,SODIUM/ALUMINUM/IRON/SULFATE/OXALATE/HYDROXIDE,"ANTIMICROBIAL, CHELATING, DEODORANT, HUMECTANT, OPACIFYING",Conservateur,,6,6,HYDROXIDE,Molécule chimique,Très courte (≤15),9,Conservateur
83816,SPILANTHES ACMELLA FLOWER/LEAF/STEM EXTRACT,ANTIMICROBIAL,Conservateur,90131-24-1,1,3,SPILANTHES ACMELLA FLOWER,Botanique,Courte (16-25),25,Conservateur
83816,SPILANTHES ACMELLA FLOWER/LEAF/STEM EXTRACT,ANTIMICROBIAL,Conservateur,90131-24-1,2,3,LEAF,Botanique,Très courte (≤15),4,Conservateur
83816,SPILANTHES ACMELLA FLOWER/LEAF/STEM EXTRACT,ANTIMICROBIAL,Conservateur,90131-24-1,3,3,STEM EXTRACT,Extrait,Très courte (≤15),12,Conservateur
58892,STREPTOCOCCUS THERMOPHILUS/LACTOBACILLUS/BIFIDOBACTERIUM/LICORICE ROOT EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, EMOLLIENT, SKIN CONDITIONING",Conservateur,,1,4,STREPTOCOCCUS THERMOPHILUS,Molécule chimique,Moyenne (26-50),26,Conservateur
58892,STREPTOCOCCUS THERMOPHILUS/LACTOBACILLUS/BIFIDOBACTERIUM/LICORICE ROOT EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, EMOLLIENT, SKIN CONDITIONING",Conservateur,,2,4,LACTOBACILLUS,Molécule chimique,Très courte (≤15),13,Conservateur
58892,STREPTOCOCCUS THERMOPHILUS/LACTOBACILLUS/BIFIDOBACTERIUM/LICORICE ROOT EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, EMOLLIENT, SKIN CONDITIONING",Conservateur,,3,4,BIFIDOBACTERIUM,Molécule chimique,Très courte (≤15),15,Conservateur
58892,STREPTOCOCCUS THERMOPHILUS/LACTOBACILLUS/BIFIDOBACTERIUM/LICORICE ROOT EXTRACT FERMENT FILTRATE,"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT, EMOLLIENT, SKIN CONDITIONING",Conservateur,,4,4,LICORICE ROOT EXTRACT FERMENT FILTRATE,Extrait,Moyenne (26-50),38,Conservateur
86492,VIBURNUM DILATATUM LEAF/STEM EXTRACT,"ANTIMICROBIAL, ANTIOXIDANT, EMOLLIENT, SKIN CONDITIONING, SKIN PROTECTING",Conservateur,,1,2,VIBURNUM DILATATUM LEAF,Botanique,Courte (16-25),23,Conservateur
