ref_no,inci_name,inn_name,ph_eur_name,cas,ec,description,restriction,function,update_date,main_category,matter_type,size_category,name_length,num_functions,num_sources,is_grouped
88008,BENZIMIDAZOLE DIAMOND AMIDOETHYL UREA CARBAMOYL PROPYL POLYMETHYLSILSESQUIOXANE,,,,,Benzimidazole Diamond Amidoethyl Urea Carbamoyl Propyl Polymethylsilsesquioxane is the complex reaction product of acyl functionalized diamond with benzimidazole and ethylene diamine which is coupled via isocyanatopropyltriethoxysilane with methylethoxysilanes to form the diamond matrix loaded polymethylsilsesquioxane.,,"COSMETIC COLORANT, OPACIFYING",23/05/2014,Colorant,Molécule chimique,Longue (51-100),79,2,1,Non
32170,BETA VULGARIS,,,7659-95-2/89957-88-0/89957-89-1,231-628-5/289-609-2/289-610-8,"[S-(R*,R*)]-4-[2-[2-Carboxy-5-(.beta.-D-glucopyranosyloxy)-2,3-dihydro-6-hydroxy-1H-indol-1-yl]vinyl]-2,3-dihydropyridine-2,6-dicarboxylic acid",IV/148,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),13,1,1,Non
54742,BETA VULGARIS ROOT POWDER,,,89957-89-1,289-610-8,"Beta Vulgaris Root Powder is a powder obtained from the dried, ground roots of the Sugar beet, Beta vulgaris L., Chenopodiaceae",,"ANTIOXIDANT, BINDING, HAIR DYEING",15/10/2010,Colorant,Botanique,Courte (16-25),25,3,1,Non
89217,BIPHENYLHYDROXAMIC ACID,,,106359-54-0,,Biphenylhydroxamic Acid is the organic compound,,"ANTIMICROBIAL, ANTIOXIDANT, COSMETIC COLORANT, SKIN CONDITIONING",08/10/2012,Colorant,Acide,Courte (16-25),23,4,1,Non
32197,BISMUTH CITRATE,bismuth citrate,,813-93-4,212-390-1,Bismuth citrate,,"BUFFERING, CHELATING, HAIR DYEING",11/06/2014,Colorant,Molécule chimique,Très courte (≤15),15,3,1,Non
92785,BISPG-AMODIMETHICONE,,,237753-63-8,,"Bis(C13-15 Alkoxy) PG-Amodimethicone is Amodimethicone endblocked with C13-15 alkoxy groups, and with the amine groups further reacted with glycidol.",,"HAIR CONDITIONING, HAIR DYEING",11/08/2015,Colorant,Silicone,Courte (16-25),20,2,1,Non
54731,BLUE 1 LAKE,,,68921-42-6,272-939-6,"Dihydrogen (ethyl)[4-[[4-[ethyl(3-sulphonatobenzyl)amino]phenyl](2-sulphonatophenyl)methylene]cyclohexa-2,5-dien-1-ylidene](3-sulphonatobenzyl)ammonium, aluminium salt (CI 42090)",IV/63,"COSMETIC COLORANT, HAIR DYEING",18/10/2010,Colorant,Molécule chimique,Très courte (≤15),11,2,1,Non
32225,BRILLIANT BLACK 1,,,2519-30-4,219-746-5,"Tetrasodium 1-acetamido-2-hydroxy-3-(4-((4-sulphonatophenylazo)-7-sulphonato-1-naphthylazo))naphthalene-4,6-disulphonate (CI 28440)",IV/53,HAIR DYEING,18/10/2010,Colorant,Molécule chimique,Courte (16-25),17,1,1,Non
32228,BROMOCRESOL GREEN,,,76-60-8,200-972-8,"Phenol, 4,4'-(3H-2,1-benzoxathiol-3-ylidene)bis[2,6-dibromo-3-methyl-,S,S-dioxide",IV/152,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Courte (16-25),17,1,1,Non
32229,BROMOTHYMOL BLUE,,,76-59-5,200-971-2,"Phenol, 4,4'-(3H-2,1-benzoxathiol-3-ylidene)bis[2-bromo-3-methyl-6-(1-methylethyl)-, S,S-dioxide",IV/151,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Courte (16-25),16,1,1,Non
89429,BRONZITE POWDER,,,,,,,"BULKING, COSMETIC COLORANT",21/01/2013,Colorant,Molécule chimique,Très courte (≤15),15,2,1,Non
32347,CALCIUM STEARATE,calcium stearate,,1592-23-0,216-472-8,Calcium distearate,IV/150,"ANTICAKING, COSMETIC COLORANT, EMULSION STABILISING, VISCOSITY CONTROLLING",15/10/2010,Colorant,Molécule chimique,Courte (16-25),16,4,1,Non
32428,CAPSANTHIN/CAPSORUBIN,,,465-42-9,207-364-1,"(3R,3'S,5'R)-3,3'-Dihydroxy-.beta.,.kappa.-caroten-6'-one",IV/147,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Courte (16-25),21,1,2,Oui
32434,CARAMEL,caramel,,8028-89-5,232-435-9,"Caramel (color). The substance obtained by controlled heat treatment of food-grade carbohydrates. Food-grade acids, alkalies, and salts may be used to assist carmelization. Food-grade antifoaming agents may be used in an amount not greater than that required to produce the intended effect. Consists essentially of colloidal aggregates that are dispersible in water but only partly dispersible in alcohol-water solutions. Depending upon the particular carmelizing agent used, may have a positive or negative colloidal charge in solution.",IV/146,"COSMETIC COLORANT, MASKING",15/10/2010,Colorant,Molécule chimique,Très courte (≤15),7,2,1,Non
88795,CHENOPODIUM QUINOA HUSK POWDER,,,,,"Chenopodium Quinoa Husk Powder is the powder obtained from the dried, ground husk of Chenopodium quinoa, Chenopodiaceae.",,COSMETIC COLORANT,21/01/2013,Colorant,Molécule chimique,Moyenne (26-50),30,1,1,Non
92350,CHLOROPHYLLIN-COPPER COMPLEX,,,11006-34-1,234-242-5(I),"Chlorophyl Cu Complex,Chlorophyllin, Copper Sodium Complex,CI 75810,Copper Sodium Chlorophyllin,Natural Green 3,Potassium Sodium Copper Chlorophyllin,Sodium Copper Chlorophyllin",,"ANTIOXIDANT, COSMETIC COLORANT, DEODORANT",07/09/2015,Colorant,Molécule chimique,Moyenne (26-50),28,3,1,Non
92814,CHLOROPHYLLIN-IRON COMPLEX,,,,,Iron Chlorophyllin Sodium,,COSMETIC COLORANT,07/09/2015,Colorant,Molécule chimique,Moyenne (26-50),26,1,1,Non
32689,CHROMIUM HYDROXIDE GREEN,,,12001-99-9,,Dichromium trioxide (CI 77289),IV/130,HAIR DYEING,18/10/2010,Colorant,Molécule chimique,Courte (16-25),24,1,1,Non
32690,CHROMIUM OXIDE GREENS,,,1308-38-9,215-160-9,Dichromium trioxide (CI 77288),IV/129,HAIR DYEING,18/10/2010,Colorant,Molécule chimique,Courte (16-25),21,1,1,Non
32694,CI 10006,,,16143-80-9,240-299-7,"Sodium tris(1,2-naphthoquinone 1-oximato-O,O')ferrate(1-)",IV/1,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32695,CI 10020,,,19381-50-1,243-010-2,"Trisodium tris[5,6-dihydro-5-(hydroxyimino)-6-oxonaphthalene-2-sulphonato(2-)-N5,O6]ferrate(3-)",IV/2,COSMETIC COLORANT,20/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32696,CI 10316,,,846-70-8/84473-89-2/55482-31-0/549-34-8/68698-86-2,212-690-2/282-945-0/259-662-6/-/-,"Disodium 5,7-dinitro-8-oxidonaphthalene-2-sulphonate",IV/3,COSMETIC COLORANT,17/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32697,CI 11680,,,2512-29-0,219-730-8,2-[(4-Methyl-2-nitrophenyl)azo]-3-oxo-N-phenylbutyramide,IV/4,COSMETIC COLORANT,17/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32698,CI 11710,,,6486-23-3,229-355-1,2-[(4-Chloro-2-nitrophenyl)azo]-N-(2-chlorophenyl)-3-oxobutyramide,IV/5,COSMETIC COLORANT,22/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32699,CI 11725,,,6371-96-6,228-901-6,2-[(4-Methoxy-2-nitrophenyl)azo]-3-oxo-N-(o-tolyl)butyramide,IV/6,COSMETIC COLORANT,11/09/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32700,CI 11920,,,2051-85-6,218-131-9,4-(Phenylazo)resorcinol,IV/7,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32701,CI 12010,,,6535-42-8,229-439-8,4-[(4-Ethoxyphenyl)azo]naphthol,IV/8,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32702,CI 12085,,,2814-77-9,220-562-2,1-[(2-Chloro-4-nitrophenyl)azo]-2-naphthol,IV/9,COSMETIC COLORANT,17/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32703,CI 12120,,,2425-85-6,219-372-2,1-[(4-Methyl-2-nitrophenyl)azo]-2-naphthol,IV/10,COSMETIC COLORANT,09/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32704,CI 12370,,,6535-46-2,229-440-3,"3-Hydroxy-N-(o-tolyl)-4-[(2,4,5-trichlorophenyl)azo]naphthalene-2-carboxamide",IV/11,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32705,CI 12420,,,6471-51-8,229-315-3,N-(4-Chloro-2-methylphenyl)-4-[(4-chloro-2-methylphenyl)azo]-3-hydroxynaphthalene-2-carboxamide,IV/12,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32706,CI 12480,,,6410-40-8,229-106-7,"4-[(2,5-Dichlorophenyl)azo]-N-(2,5-dimethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide",IV/13,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32707,CI 12490,,,6410-41-9,229-107-2,"N-(5-Chloro-2,4-dimethoxyphenyl)-4-[[5-[(diethylamino)sulphonyl]-2-methoxyphenyl]azo]-3-hydroxynaphthalene-2-carboxamide",IV/14,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32708,CI 12700,,,4314-14-1,224-330-1,"2,4-Dihydro-5-methyl-2-phenyl-4-(phenylazo)-3H-pyrazol-3-one",IV/15,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32709,CI 13015,,,2706-28-7,220-293-0,Disodium 2-amino-5-[(4-sulphonatophenyl)azo]benzenesulphonate,IV/16,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32710,CI 14270,,,547-57-9,208-924-8,"Sodium 4-(2,4-dihydroxyphenylazo)benzenesulphonate",IV/17,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32711,CI 14700,,,4548-53-2,224-909-9,"Disodium 3-[(2,4-dimethyl-5-sulphonatophenyl)azo]-4-hydroxynaphthalene-1-sulphonate",IV/18,COSMETIC COLORANT,20/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32712,CI 14720,,,3567-69-9,222-657-4,Disodium 4-hydroxy-3-[(4-sulphonatonaphthyl)azo]naphthalenesulphonate,IV/19,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32713,CI 14815,,,3257-28-1,221-856-3,"Disodium 6-[(2,4-dimethyl-6-sulphonatophenyl)azo]-5-hydroxynaphthalene-1-sulphonate",IV/20,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32714,CI 15510,,,633-96-5,211-199-0,Sodium 4-[(2-hydroxy-1-naphthyl)azo]benzenesulphonate,IV/21,COSMETIC COLORANT,22/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32715,CI 15525,,,5850-80-6,227-456-5,Calcium disodium bis[2-chloro-5-[(2-hydroxy-1-naphthyl)azo]-4-sulphonatobenzoate],IV/22,COSMETIC COLORANT,22/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32716,CI 15580,,,5850-87-3,227-459-1,Barium bis[4-[(2-hydroxy-1-naphthyl)azo]-2-methylbenzenesulphonate],IV/23,COSMETIC COLORANT,20/02/2011,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32717,CI 15620,,,1658-56-6,216-760-3,Sodium 4-[(2-Hydroxy-1-naphthyl)azo]naphthalenesulphonate,IV/24,COSMETIC COLORANT,20/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32718,CI 15630,,,1248-18-6,214-998-2,Sodium 2-[(2-hydroxynaphthyl)azo]naphthalenesulphonate,IV/25,COSMETIC COLORANT,09/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32719,CI 15800,,,6371-76-2,228-899-7,Calcium bis[3-hydroxy-4-(phenylazo)-2-naphthoate],IV/26,COSMETIC COLORANT,09/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32720,CI 15850,,,5858-81-1,227-497-9,Disodium 3-hydroxy-4-[(4-methyl-2-sulphonatophenyl)azo]-2-naphthoate,IV/27,COSMETIC COLORANT,06/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32721,CI 15865,,,3564-21-4/5280-66-0,222-642-2/226-102-7,Disodium 4-[(5-chloro-4-methyl-2-sulphonatophenyl)azo]-3-hydroxy-2-naphthoate,IV/28,COSMETIC COLORANT,20/02/2011,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32722,CI 15880,,,6417-83-0,229-142-3,Calcium 3-hydroxy-4-[(1-sulphonato-2-naphthyl)azo]-2-naphthoate,IV/29,COSMETIC COLORANT,23/11/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32723,CI 15980,,,2347-72-0,219-073-7,Disodium 6-hydroxy-5-[(3-sulphonatophenyl)azo]naphthalene-2-sulphonate,IV/30,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32724,CI 15985,,,2783-94-0,220-491-7,Disodium 6-hydroxy-5-[(4-sulphonatophenyl)azo]naphthalene-2-sulphonate,IV/31,COSMETIC COLORANT,08/10/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32725,CI 16035,,,25956-17-6,247-368-0,Disodium 6-hydroxy-5-[(2-methoxy-4-sulphonato-m-tolyl)azo]naphthalene-2-sulphonate,IV/32,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32726,CI 16185,amaranth,,915-67-3,213-022-2,"Trisodium 3-hydroxy-4-(4'-sulphonatonaphthylazo)naphthalene-2,7-disulphonate",IV/33,COSMETIC COLORANT,06/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32727,CI 16230,,,1936-15-8,217-705-6,"Disodium 7-hydroxy-8-phenylazonaphthalene-1,3-disulphonate",IV/34,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32728,CI 16255,,,2611-82-7,220-036-2,"Trisodium 1-(1-naphthylazo)-2-hydroxynaphthalene-4',6,8-trisulphonate",IV/35,COSMETIC COLORANT,06/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32729,CI 16290,,,5850-44-2,227-454-4,"Tetrasodium 7-hydroxy-8-[(4-sulphonato-1-naphthyl)azo]naphthalene-1,3,6-trisulphonate",IV/36,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32730,CI 17200,,,3567-66-6,222-656-9,"Disodium 5-amino-4-hydroxy-3-(phenylazo)naphthalene-2,7-disulphonate","IV/37
III/254",COSMETIC COLORANT,17/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32731,CI 18050,,,3734-67-6,223-098-9,"Disodium 5-acetylamino-4-hydroxy-3-(phenylazo)naphthalene-2,7-disulphonate",IV/38,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32732,CI 18130,,,10236-37-0,,"2,7-Naphthalenedisulfonic acid, 3-((4-cyclohexyl-2-methylphenyl)azo)-4-hydroxy-5-(((4-methylphenyl)sulfonyl)amino)-, disodium salt",IV/39,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32733,CI 18690,,,5601-29-6,227-022-5,"Hydrogen bis[2-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]benzoato(2-)]chromate(1-)",IV/40,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32734,CI 18736,,,6408-26-0,229-051-9,"Disodium hydrogen bis[5-chloro-3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxybenzenesulphonato(3-)]chromate(3-)",IV/41- Rinse-off products,COSMETIC COLORANT,22/07/2013,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32735,CI 18820,,,6359-82-6,228-808-0,Sodium 4-(3-hydroxy-5-methyl-4-phenylazopyrazol-2-yl)benzenesulphonate,IV/42,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32736,CI 18965,,,6359-98-4,228-819-0,"Disodium 2,5-dichloro-4-(5-hydroxy-3-methyl-4-(sulphophenylazo)pyrazol-1-yl)benzenesulphonate",IV/43,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32737,CI 19140,,,1934-21-0,217-699-5,Trisodium 5-hydroxy-1-(4-sulphophenyl)-4-(4-sulphophenylazo)pyrazole-3-carboxylate,IV/44,COSMETIC COLORANT,17/07/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32738,CI 20040,,,5979-28-2,227-783-3,"N,N'-(3,3'-Dimethyl[1,1'-biphenyl]-4,4'-diyl)bis[2-[(2,4-dichlorophenyl)azo]-3-oxobutyramide]",IV/45,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32739,CI 20470,,,1064-48-8,213-903-1,"Sodium 4-amino-5-hydroxy-3-[(4-nitrophenyl)azo]-6-(phenylazo)naphthalene-2,7-disulphonate",IV/46,COSMETIC COLORANT,08/10/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32740,CI 21100,,,5102-83-0,225-822-9,"2,2'-[(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(2,4-dimethylphenyl)-3-oxobutyramide]",IV/47,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32741,CI 21108,,,5567-15-7,226-939-8,"2,2'-[(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[N-(4-chloro-2,5-dimethoxyphenyl)-3-oxobutyramide]",IV/48,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32742,CI 21230,,,6706-82-7,229-754-0,"2,2'-[Cyclohexylidenebis[(2-methyl-4,1-phenylene)azo]]bis[4-cyclohexylphenol]",IV/49,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32743,CI 24790,,,13421-53-9,236-531-1,"Disodium 4,6-dihydroxy-3-[[4-[1-[4-[[1-hydroxy-7-[(phenylsulphonyl)oxy]-3-sulphonato-2-naphthyl]azo]phenyl]cyclohexyl]phenyl]azo]naphthalene-2-sulphonate",IV/50,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32744,CI 26100,,,85-86-9,201-638-4,1-(4-(Phenylazo)phenylazo)-2-naphthol,IV/51,COSMETIC COLORANT,23/11/2015,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32745,CI 27755,,,2118-39-0,218-326-9,"Tetrasodium 6-amino-4-hydroxy-3-[[7-sulphonato-4-[(4-sulphonatophenyl)azo]-1-naphthyl]azo]naphthalene-2,7-disulphonate",IV/52,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32746,CI 28440,,,2519-30-4,219-746-5,"Tetrasodium 1-acetamido-2-hydroxy-3-(4-((4-sulphonatophenylazo)-7-sulphonato-1-naphthylazo))naphthalene-4,6-disulphonate",IV/53,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32747,CI 40215,,,1325-54-8/50814-31-8,215-397-8/256-783-6,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis-5-nitro-, disodium salt, reaction products with 4-[(4-aminophenyl)azo]benzenesulfonic acid, sodium salt",IV/54,COSMETIC COLORANT,20/02/2011,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32748,CI 40800,betacarotene,,116-32-5/7235-40-7/31797-85-0,-230-636-6/-,beta Carotene,IV/55,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32749,CI 40820,,,1962-15-8,214-171-6,8'-apo-.beta.-Caroten-8'-al,IV/56,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
32750,CI 40825,,,1109-11-1,214-173-7,Ethyl 8'-apo-.beta.-caroten-8'-oate,IV/57,COSMETIC COLORANT,15/10/2010,Colorant,Molécule chimique,Très courte (≤15),8,1,1,Non
